open-file-time,pb-size,read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,worker#,num-workers,file,obj-type,tot-num-obj,gather-time,tot-runtime,pb-meta-accesses,pb-meta-hitrate,pb-meta-evicts,pb-raw-accesses,pb-raw-hitrate,pb-raw-evicts
0.0007544259999576752,0,83.59685052000009,62,1.3483362987096787,62405,0.001339585778703631,0,1,../data/shot500_sig70.hdf5,signals,62,8.736334604000149,84.00779771799989,,,,,,
0.0008111859999644366,0,85.03959427099994,62,1.3716063592096766,62405,0.0013627048196618852,0,1,../data/shot500_sig70_reorder.hdf5,signals,62,8.85125245800009,85.40953030100013,,,,,,
0.0007687780000651401,0,66.54681582499984,500,0.13309363164999968,62405,0.0010663699355019604,0,1,../data/shot500_sig70.hdf5,shots,500,8.646068046999972,66.69360907400005,,,,,,
0.0006669370000054187,0,64.58413644899997,500,0.12916827289799995,62405,0.0010349192604598985,0,1,../data/shot500_sig70_reorder.hdf5,shots,500,8.62337962100014,64.69794898999999,,,,,,
0.0006964859999243345,0,31.76799389200005,32,0.9927498091250015,32350,0.0009820090847604344,0,2,../data/shot500_sig70.hdf5,signals,62,8.460464343000012,35.64476359599985,,,,,,
0.0007449520001046039,0,35.45250848899991,30,1.1817502829666637,30055,0.0011795877055065683,1,2,../data/shot500_sig70.hdf5,signals,62,8.460464343000012,35.64476359599985,,,,,,
0.0007273179999174317,0,44.54608908399996,32,1.3920652838749987,33442,0.0013320402213982405,0,2,../data/shot500_sig70_reorder.hdf5,signals,62,8.480885042999944,44.744219349000105,,,,,,
0.0007800189998761198,0,21.26600158699989,30,0.708866719566663,28963,0.0007342471977005107,1,2,../data/shot500_sig70_reorder.hdf5,signals,62,8.480885042999944,44.744219349000105,,,,,,
0.0007692959998166771,0,32.82661121299998,251,0.1307833116055776,31351,0.0010470674368600675,0,2,../data/shot500_sig70.hdf5,shots,500,8.440367345999903,32.94830881500002,,,,,,
0.0006471719998444314,0,32.093250302000115,249,0.12888855542971933,31054,0.0010334659078379633,1,2,../data/shot500_sig70.hdf5,shots,500,8.440367345999903,32.94830881500002,,,,,,
