open-file-time,pb-size,pb-meta-accesses,pb-meta-hitrate,pb-meta-evicts,pb-raw-accesses,pb-raw-hitrate,pb-raw-evicts,read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,worker#,num-workers,file,obj-type,tot-num-obj,gather-time,tot-runtime
0.20729050799991455,64000000,170564,99.65526136816679,587,75114,63.090768698245334,27717,2589.389018281,62,41.76433900453226,62405,0.04149329409952728,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.662311157999966,2590.002975257
0.20466270900033123,64000000,168409,99.83848844182913,271,71978,89.08138597904916,7852,786.8433192070001,62,12.691021277532261,62405,0.012608658267879179,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,126.04481126700011,787.3820907290001
0.20727773799990246,64000000,146418,99.69539264298105,444,59095,97.46002199847703,1495,280.43480689900025,500,0.5608696137980005,62405,0.004493787467334353,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.554325276999862,280.78002673100036
0.20827560399993672,64000000,138351,93.45143873192099,9057,80336,73.0444632543318,21650,2614.7720080950003,500,5.22954401619,62405,0.04190004019060973,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,126.13920575600059,2615.0984248019995
0.204638199999863,64000000,113985,99.72364784840111,314,42420,66.17868929750118,14340,1289.7695362719996,32,40.30529800849999,32977,0.03911118465209084,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.464011021999795,1290.2618925319994
0.20374849300060305,64000000,93105,99.67778314805864,299,37691,64.08161099466716,13531,1216.9570605990002,30,40.565235353300004,29428,0.041353712810894394,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.464011021999795,1290.2618925319994
0.20561965300112206,64000000,89867,99.80304227358208,174,34459,87.35889027539974,4351,419.23609966500044,32,13.101128114531264,32428,0.012928213262150007,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,126.66707468599998,419.75636714899883
0.20387686600042798,64000000,94208,99.81954823369566,168,37521,90.55195757042723,3539,361.19967417299995,30,12.039989139099998,29977,0.012049226879707775,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,126.66707468599998,419.75636714899883
0.20607188299982226,64000000,73538,99.70763414833146,213,29657,97.43736723201943,754,127.7300607490015,251,0.5088847041792888,31326,0.0040774455962779,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.5383857300003,128.05536234200008
0.2005586540017248,64000000,72896,99.69545654082529,220,29443,97.47987637129368,736,122.8216281799996,249,0.4932595509236932,31079,0.003951916991537682,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.5383857300003,128.05536234200008
0.20451047500137065,64000000,69379,93.38993067066403,4583,39756,72.82171244592011,10800,1282.373202724999,251,5.109056584561749,31320,0.040944227417784126,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,125.30660849999913,1282.6789815780012
0.20336279700131854,64000000,68957,93.47709442116101,4495,40211,73.12178259680186,10803,1273.937192116,249,5.116213622955823,31085,0.04098237709879363,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,125.30660849999913,1282.6789815780012
0.20512762399994244,64000000,63864,99.7369409996242,167,20580,64.33916423712343,7332,649.0117889829999,16,40.56323681143749,16453,0.039446410319273074,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.285585499999797,650.5953662110005
0.2062752680012636,64000000,61388,99.72307291327294,169,21117,65.00449874508689,7383,649.039264979001,16,40.564954061187564,16485,0.0393715053065818,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.285585499999797,650.5953662110005
0.20389310700011265,64000000,63480,99.74322621298046,162,20708,64.90245315819972,7261,650.2029891370003,16,40.637686821062516,16399,0.03964894134624064,2,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.285585499999797,650.5953662110005
0.20304694799960998,64000000,61798,99.7686009255963,142,24367,75.45040423523618,5975,567.5344614059995,14,40.53817581471425,13068,0.0434293282373737,3,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,9.285585499999797,650.5953662110005
0.20659150299979956,64000000,56086,99.87519166993546,68,19063,89.61338718984419,1974,193.60138411800108,16,12.100086507375067,17322,0.011176618411153508,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,125.48683412799983,220.30591985699903
0.2078939930015622,64000000,55468,99.83413860243743,91,15801,88.12100499968356,1870,169.67897111599996,16,10.604935694749997,15492,0.010952683392460623,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,125.48683412799983,220.30591985699903
0.20469024799967883,64000000,59436,99.80483208829666,114,18932,88.3794633424889,2194,219.88704536799924,16,13.742940335499952,15091,0.014570740531972649,2,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,125.48683412799983,220.30591985699903
0.20709869799975422,64000000,48103,99.84616344094962,72,18200,89.95054945054946,1823,184.83356394099974,14,13.202397424357125,14500,0.012747142340758603,3,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,125.48683412799983,220.30591985699903
0.23786049899899808,64000000,36996,99.68374959455076,115,14922,97.4601259884734,373,61.58423231800043,126,0.488763748555559,15752,0.0039096135295835725,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.364593726000749,61.965291032000096
0.20015319300000556,64000000,36923,99.71833274652656,102,14889,97.48136207938747,369,59.49576525500015,126,0.47218861313492183,15723,0.0037839957549449946,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.364593726000749,61.965291032000096
0.20077752100041835,64000000,36879,99.70986198107325,105,14902,97.42316467588243,378,61.62117407000005,126,0.48905693706349246,15721,0.00391967267158578,2,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.364593726000749,61.965291032000096
0.20701918000122532,64000000,35672,99.70845481049562,102,14395,97.49218478638416,355,61.2295802990011,122,0.5018818057295172,15209,0.004025878118153797,3,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,9.364593726000749,61.965291032000096
